timestamp,temperature,humidity
2024-08-30T07:14:54,13.4,100.0
2024-08-30T07:17:26,13.49,100.0
2024-08-30T07:19:58,13.53,100.0
2024-08-30T07:22:30,13.62,100.0
2024-08-30T07:25:01,13.66,100.0
2024-08-30T07:27:33,13.75,100.0
2024-08-30T07:30:06,13.78,100.0
2024-08-30T07:32:38,13.85,100.0
2024-08-30T07:35:10,13.85,100.0
2024-08-30T07:37:42,13.94,100.0
2024-08-30T07:40:13,13.97,100.0
2024-08-30T07:42:45,14.02,100.0
2024-08-30T07:45:17,14.14,100.0
2024-08-30T07:47:49,14.18,100.0
2024-08-30T07:50:21,14.25,100.0
2024-08-30T07:52:52,14.32,100.0
2024-08-30T07:55:24,14.37,100.0
2024-08-30T07:57:56,14.47,100.0
2024-08-30T08:00:28,14.5,100.0
2024-08-30T08:03:00,14.64,100.0
2024-08-30T08:05:32,14.68,100.0
2024-08-30T08:08:03,14.82,100.0
2024-08-30T08:10:35,14.82,100.0
2024-08-30T08:13:07,14.91,100.0
2024-08-30T08:15:39,14.95,100.0
2024-08-30T08:18:10,15.08,100.0
2024-08-30T08:20:42,15.25,100.0
2024-08-30T08:23:15,15.32,100.0
2024-08-30T08:25:46,15.43,100.0
2024-08-30T08:28:18,15.57,100.0
2024-08-30T08:30:50,15.72,100.0
2024-08-30T08:33:22,15.79,100.0
2024-08-30T08:35:54,15.91,100.0
2024-08-30T08:38:25,16.11,100.0
2024-08-30T08:40:57,16.26,100.0
2024-08-30T08:43:29,16.47,100.0
2024-08-30T08:46:01,16.6,100.0
2024-08-30T08:48:33,16.63,100.0
2024-08-30T08:51:04,16.81,100.0
2024-08-30T08:53:38,17.11,100.0
2024-08-30T08:56:10,17.47,100.0
2024-08-30T08:58:42,17.91,100.0
2024-08-30T09:01:14,18.23,100.0
2024-08-30T09:03:46,18.32,98.37
2024-08-30T09:06:18,18.4,99.77
2024-08-30T09:08:50,18.5,99.99
2024-08-30T09:11:22,18.73,100.0
2024-08-30T09:13:53,18.96,100.0
2024-08-30T09:16:25,19.19,100.0
2024-08-30T09:18:57,19.3,100.0
2024-08-30T09:21:29,18.74,94.95
2024-08-30T09:24:01,18.71,100.0
2024-08-30T09:26:33,18.67,100.0
2024-08-30T09:29:04,18.53,100.0
2024-08-30T09:31:36,18.51,100.0
2024-08-30T09:34:08,18.53,100.0
2024-08-30T09:36:40,18.61,100.0
2024-08-30T09:39:12,18.61,100.0
2024-08-30T09:41:44,18.62,100.0
2024-08-30T09:44:16,18.67,100.0
2024-08-30T09:46:47,18.78,100.0
2024-08-30T09:49:19,18.86,100.0
2024-08-30T09:51:51,19.02,100.0
2024-08-30T09:54:23,19.3,100.0
2024-08-30T09:56:55,19.53,100.0
2024-08-30T09:59:27,19.77,100.0
2024-08-30T10:01:59,19.85,100.0
2024-08-30T10:04:31,20.14,100.0
2024-08-30T10:07:03,20.34,100.0
2024-08-30T10:09:35,20.6,100.0
2024-08-30T10:12:07,21.03,100.0
2024-08-30T10:14:39,21.44,100.0
2024-08-30T10:17:11,21.92,100.0
2024-08-30T10:19:42,22.39,100.0
2024-08-30T10:22:14,23.03,100.0
2024-08-30T10:24:46,23.7,100.0
2024-08-30T10:27:18,24.49,100.0
2024-08-30T10:29:50,25.14,100.0
2024-08-30T10:32:22,25.89,100.0
2024-08-30T10:34:54,26.75,100.0
2024-08-30T10:37:26,27.38,100.0
2024-08-30T10:39:57,28.11,100.0
2024-08-30T10:42:29,28.92,100.0
2024-08-30T10:45:01,29.28,100.0
2024-08-30T10:47:33,29.9,100.0
2024-08-30T10:50:04,30.3,100.0
2024-08-30T10:52:36,30.32,100.0
2024-08-30T10:55:08,30.86,100.0
2024-08-30T10:57:40,31.04,100.0
2024-08-30T11:00:11,31.34,100.0
2024-08-30T11:02:43,31.62,100.0
2024-08-30T11:05:15,32.16,100.0
2024-08-30T11:07:47,32.41,100.0
2024-08-30T11:10:19,32.34,100.0
2024-08-30T11:12:51,31.87,100.0
2024-08-30T11:15:23,31.88,100.0
2024-08-30T11:17:55,32.27,100.0
2024-08-30T11:20:27,32.5,100.0
2024-08-30T11:22:59,30.95,100.0
2024-08-30T11:25:31,31.39,100.0
2024-08-30T11:28:03,31.65,100.0
2024-08-30T11:30:35,31.54,100.0
2024-08-30T11:33:07,31.63,100.0
2024-08-30T11:35:38,31.74,100.0
2024-08-30T11:38:10,31.46,100.0
2024-08-30T11:40:42,31.74,100.0
2024-08-30T11:43:14,31.84,100.0
2024-08-30T11:45:46,31.96,100.0
2024-08-30T11:48:18,30.83,100.0
2024-08-30T11:50:50,29.9,100.0
2024-08-30T11:53:22,30.63,100.0
2024-08-30T11:55:53,31.02,100.0
2024-08-30T11:58:25,31.33,100.0
2024-08-30T12:00:57,30.36,100.0
2024-08-30T12:03:29,30.78,100.0
2024-08-30T12:06:01,30.72,100.0
2024-08-30T12:08:33,30.37,100.0
2024-08-30T12:11:04,30.77,100.0
2024-08-30T12:13:36,30.56,100.0
2024-08-30T12:16:08,30.1,100.0
2024-08-30T12:18:40,30.43,100.0
2024-08-30T12:21:12,29.7,100.0
2024-08-30T12:23:44,29.89,100.0
2024-08-30T12:26:16,29.98,100.0
2024-08-30T12:28:47,29.58,76.94
2024-08-30T12:31:19,29.23,100.0
2024-08-30T12:33:51,29.53,100.0
2024-08-30T12:36:23,29.0,100.0
2024-08-30T12:38:55,29.3,100.0
2024-08-30T12:41:27,29.29,100.0
2024-08-30T12:43:59,28.73,100.0
2024-08-30T12:46:31,28.64,100.0
2024-08-30T12:49:02,28.72,100.0
2024-08-30T12:51:34,28.43,98.46
2024-08-30T12:54:06,28.17,94.03
2024-08-30T12:56:38,27.98,98.63
2024-08-30T12:59:10,27.91,83.61
2024-08-30T13:01:42,27.58,97.45
2024-08-30T13:04:13,27.56,99.61
2024-08-30T13:06:45,27.43,99.08
2024-08-30T13:09:17,26.94,100.0
2024-08-30T13:11:49,26.98,100.0
2024-08-30T13:14:21,27.0,100.0
2024-08-30T13:16:53,26.57,99.87
2024-08-30T13:19:24,26.66,100.0
2024-08-30T13:21:56,26.51,100.0
2024-08-30T13:24:28,26.46,100.0
2024-08-30T13:27:00,26.38,100.0
2024-08-30T13:29:31,25.95,99.4
2024-08-30T13:32:03,25.91,92.53
2024-08-30T13:34:35,25.64,93.81
2024-08-30T13:37:07,25.43,98.23
2024-08-30T13:39:39,25.71,100.0
2024-08-30T13:42:10,25.87,100.0
2024-08-30T13:44:42,25.8,93.95
2024-08-30T13:47:14,25.91,100.0
2024-08-30T13:49:46,26.17,100.0
2024-08-30T13:52:18,26.12,100.0
2024-08-30T13:54:50,26.23,100.0
2024-08-30T13:57:21,26.24,92.72
2024-08-30T13:59:53,26.15,88.18
2024-08-30T14:02:25,25.99,84.42
2024-08-30T14:04:57,26.22,100.0
2024-08-30T14:07:28,26.02,86.81
2024-08-30T14:10:00,25.99,93.68
2024-08-30T14:12:32,26.07,93.58
2024-08-30T14:15:04,25.85,93.18
2024-08-30T14:17:35,25.94,81.71
2024-08-30T14:20:07,26.13,84.58
2024-08-30T14:22:39,25.85,80.81
2024-08-30T14:25:11,26.0,81.71
2024-08-30T14:27:43,26.07,84.15
2024-08-30T14:30:15,26.24,87.43
2024-08-30T14:32:47,26.25,79.19
2024-08-30T14:35:19,26.04,75.12
2024-08-30T14:37:51,25.67,77.92
2024-08-30T14:40:23,25.7,85.59
2024-08-30T14:42:55,25.54,82.63
2024-08-30T14:45:27,26.37,77.22
2024-08-30T14:47:58,26.62,74.4
2024-08-30T14:50:30,26.33,85.15
2024-08-30T14:53:02,27.03,81.49
2024-08-30T14:55:34,27.16,76.53
2024-08-30T14:58:06,26.59,74.21
2024-08-30T15:00:38,27.07,77.83
2024-08-30T15:03:09,27.15,69.99
2024-08-30T15:05:41,27.19,70.14
2024-08-30T15:08:13,27.4,66.34
2024-08-30T15:10:45,26.82,66.42
2024-08-30T15:13:17,26.89,63.63
2024-08-30T15:15:49,27.05,70.04
2024-08-30T15:18:20,27.14,68.13
2024-08-30T15:20:52,27.0,66.5
2024-08-30T15:23:24,27.06,71.12
2024-08-30T15:25:56,27.49,66.92
2024-08-30T15:28:28,27.42,61.35
2024-08-30T15:31:00,27.77,66.69
2024-08-30T15:33:32,28.01,66.45
2024-08-30T15:36:03,28.18,68.34
2024-08-30T15:38:36,28.49,66.66
2024-08-30T15:41:07,28.51,65.51
2024-08-30T15:43:39,28.31,72.44
2024-08-30T15:46:11,28.74,62.59
2024-08-30T15:48:43,28.49,61.97
2024-08-30T15:51:14,28.68,67.64
2024-08-30T15:53:46,28.62,60.31
2024-08-30T15:56:18,29.9,67.56
2024-08-30T15:58:50,31.46,67.13
2024-08-30T16:01:22,32.32,67.19
2024-08-30T16:03:53,32.93,63.67
2024-08-30T16:06:25,32.76,65.73
2024-08-30T16:08:57,30.85,62.08
2024-08-30T16:11:29,31.07,55.68
2024-08-30T16:14:01,30.39,56.75
2024-08-30T16:16:33,30.27,56.85
2024-08-30T16:19:04,30.7,67.87
2024-08-30T16:21:36,30.67,75.85
2024-08-30T16:24:08,29.99,67.54
2024-08-30T16:26:40,29.36,76.5
2024-08-30T16:29:12,29.1,73.96
2024-08-30T16:31:43,29.17,68.65
2024-08-30T16:34:15,28.54,66.36
2024-08-30T16:36:47,28.36,63.77
2024-08-30T16:39:19,27.78,64.98
2024-08-30T16:41:51,27.9,80.63
2024-08-30T16:44:23,27.87,82.04
2024-08-30T16:46:54,27.7,69.5
2024-08-30T16:49:26,27.56,73.3
2024-08-30T16:51:58,26.98,72.02
2024-08-30T16:54:30,27.04,64.59
2024-08-30T16:57:02,27.26,78.83
2024-08-30T16:59:34,27.31,71.16
2024-08-30T17:02:06,27.66,80.91
2024-08-30T17:04:37,27.05,82.33
2024-08-30T17:07:09,26.6,95.13
2024-08-30T17:09:41,26.3,93.74
2024-08-30T17:12:13,26.01,88.5
2024-08-30T17:14:45,25.62,76.99
2024-08-30T17:17:17,25.45,86.94
2024-08-30T17:19:48,25.22,82.82
2024-08-30T17:22:20,24.78,70.77
2024-08-30T17:24:52,24.43,75.5
2024-08-30T17:27:24,24.36,74.58
2024-08-30T17:29:56,24.43,79.41
2024-08-30T17:32:28,24.39,78.95
2024-08-30T17:34:59,24.43,80.7
2024-08-30T17:37:43,24.33,81.57
2024-08-30T17:40:15,24.18,81.95
2024-08-30T17:42:47,22.66,99.02
2024-08-30T17:45:19,21.83,100.0
2024-08-30T17:47:51,21.44,100.0
2024-08-30T17:50:23,21.3,100.0
2024-08-30T17:52:55,21.07,100.0
2024-08-30T17:55:28,20.9,100.0
2024-08-30T17:57:59,20.68,100.0
2024-08-30T18:00:31,20.47,100.0
2024-08-30T18:03:03,20.38,100.0
2024-08-30T18:05:35,20.37,100.0
2024-08-30T18:08:07,20.4,100.0
2024-08-30T18:10:39,20.36,100.0
2024-08-30T18:13:10,20.37,100.0
2024-08-30T18:15:42,20.42,100.0
2024-08-30T18:18:14,20.53,100.0
2024-08-30T18:20:46,20.64,100.0
2024-08-30T18:23:18,20.61,100.0
2024-08-30T18:25:50,20.71,100.0
2024-08-30T18:28:22,20.69,100.0
2024-08-30T18:30:54,20.64,100.0
2024-08-30T18:33:26,20.62,100.0
2024-08-30T18:35:58,20.67,100.0
2024-08-30T18:38:29,20.61,100.0
2024-08-30T18:41:01,20.61,100.0
2024-08-30T18:43:33,20.59,100.0
2024-08-30T18:46:05,20.57,100.0
2024-08-30T18:48:37,20.58,100.0
2024-08-30T18:51:09,20.55,100.0
2024-08-30T18:53:41,20.56,100.0
2024-08-30T18:56:12,20.55,100.0
2024-08-30T18:58:44,20.58,100.0
2024-08-30T19:01:16,20.71,100.0
2024-08-30T19:03:48,20.71,100.0
2024-08-30T19:06:20,20.63,100.0
2024-08-30T19:08:52,20.72,100.0
2024-08-30T19:11:24,20.84,99.75
2024-08-30T19:13:56,20.82,94.26
2024-08-30T19:16:28,20.92,93.17
2024-08-30T19:19:00,21.03,95.84
2024-08-30T19:21:32,21.0,94.47
2024-08-30T19:24:04,21.03,95.39
2024-08-30T19:26:35,21.0,96.44
2024-08-30T19:29:07,20.89,92.54
2024-08-30T19:31:39,20.92,98.39
2024-08-30T19:34:11,20.96,90.8
2024-08-30T19:36:43,21.03,94.41
2024-08-30T19:39:15,20.93,87.8
2024-08-30T19:41:47,20.85,93.03
2024-08-30T19:44:19,20.76,95.97
2024-08-30T19:46:51,20.8,95.68
2024-08-30T19:49:22,20.77,97.19
2024-08-30T19:51:54,20.82,91.57
2024-08-30T19:54:26,20.81,93.84
2024-08-30T19:56:58,20.8,93.63
2024-08-30T19:59:30,20.85,92.0
2024-08-30T20:02:01,20.75,93.65
2024-08-30T20:04:34,20.76,92.5
2024-08-30T20:07:06,20.82,92.83
2024-08-30T20:09:38,20.81,92.49
2024-08-30T20:12:10,20.94,93.62
2024-08-30T20:14:41,20.91,92.38
2024-08-30T20:17:13,20.87,92.09
2024-08-30T20:19:45,20.92,92.16
2024-08-30T20:22:17,20.84,90.99
2024-08-30T20:24:49,20.98,93.4
2024-08-30T20:27:21,20.95,91.62
2024-08-30T20:29:52,20.94,91.51
2024-08-30T20:32:24,20.87,91.23
2024-08-30T20:34:56,20.46,92.23
2024-08-30T20:37:28,20.14,93.55
2024-08-30T20:40:00,19.51,100.0
2024-08-30T20:42:32,18.84,100.0
2024-08-30T20:45:03,18.33,100.0
2024-08-30T20:47:35,17.83,100.0
2024-08-30T20:50:07,17.66,100.0
2024-08-30T20:52:39,17.56,100.0
2024-08-30T20:55:10,17.46,100.0
2024-08-30T20:57:42,17.39,100.0
2024-08-30T21:00:14,17.4,100.0
2024-08-30T21:02:46,17.42,100.0
2024-08-30T21:05:18,17.34,100.0
2024-08-30T21:07:50,17.2,100.0
2024-08-30T21:10:21,17.3,100.0
2024-08-30T21:12:53,17.3,100.0
2024-08-30T21:15:25,17.37,100.0
2024-08-30T21:17:57,17.35,100.0
2024-08-30T21:20:28,17.32,100.0
2024-08-30T21:23:00,17.37,100.0
2024-08-30T21:25:32,17.4,100.0
2024-08-30T21:28:04,17.28,100.0
2024-08-30T21:30:36,17.32,100.0
2024-08-30T21:33:08,17.32,100.0
2024-08-30T21:35:40,17.36,100.0
2024-08-30T21:38:12,17.38,100.0
2024-08-30T21:40:44,17.38,100.0
2024-08-30T21:43:16,17.35,100.0
2024-08-30T21:45:48,17.3,100.0
2024-08-30T21:48:19,17.29,100.0
2024-08-30T21:50:51,17.32,100.0
2024-08-30T21:53:23,17.25,100.0
2024-08-30T21:55:55,17.28,100.0
2024-08-30T21:58:26,17.28,100.0
2024-08-30T22:00:58,17.25,100.0
2024-08-30T22:03:30,17.18,100.0
2024-08-30T22:06:02,17.16,100.0
2024-08-30T22:08:34,17.22,100.0
2024-08-30T22:11:06,17.09,100.0
2024-08-30T22:13:37,16.95,100.0
2024-08-30T22:16:09,16.88,100.0
2024-08-30T22:18:41,16.76,100.0
2024-08-30T22:21:13,16.76,100.0
2024-08-30T22:23:45,16.77,100.0
2024-08-30T22:26:17,16.81,100.0
2024-08-30T22:28:49,16.77,100.0
2024-08-30T22:31:21,16.71,100.0
2024-08-30T22:33:52,16.79,100.0
2024-08-30T22:36:24,16.69,100.0
2024-08-30T22:38:56,16.64,100.0
2024-08-30T22:41:28,16.64,100.0
2024-08-30T22:44:00,16.55,100.0
2024-08-30T22:46:32,16.52,100.0
2024-08-30T22:49:04,16.59,100.0
2024-08-30T22:51:36,16.6,100.0
2024-08-30T22:54:08,16.53,100.0
2024-08-30T22:56:39,16.58,100.0
2024-08-30T22:59:11,16.57,100.0
2024-08-30T23:01:43,16.62,100.0
2024-08-30T23:04:15,16.62,100.0
2024-08-30T23:06:47,16.64,100.0
2024-08-30T23:09:19,16.68,100.0
2024-08-30T23:11:50,16.78,100.0
2024-08-30T23:14:22,16.71,100.0
2024-08-30T23:16:54,16.68,100.0
2024-08-30T23:19:26,16.71,100.0
2024-08-30T23:21:58,16.81,100.0
2024-08-30T23:24:30,16.88,100.0
2024-08-30T23:27:02,16.87,100.0
2024-08-30T23:29:34,16.93,100.0
2024-08-30T23:32:05,16.98,100.0
2024-08-30T23:34:37,16.97,100.0
2024-08-30T23:37:09,17.04,100.0
2024-08-30T23:39:41,17.11,100.0
2024-08-30T23:42:13,17.16,100.0
2024-08-30T23:44:44,17.06,100.0
2024-08-30T23:47:16,17.08,100.0
2024-08-30T23:49:48,17.12,100.0
2024-08-30T23:52:20,17.07,100.0
2024-08-30T23:54:52,17.03,100.0
2024-08-30T23:57:24,17.05,100.0
2024-08-30T23:59:55,17.09,100.0
2024-08-31T00:02:28,17.09,100.0
2024-08-31T00:04:59,17.14,100.0
2024-08-31T00:07:31,17.15,100.0
2024-08-31T00:10:03,17.11,100.0
2024-08-31T00:12:35,17.08,100.0
2024-08-31T00:15:07,16.99,100.0
2024-08-31T00:17:39,17.07,100.0
2024-08-31T00:20:11,17.09,100.0
2024-08-31T00:22:42,17.18,100.0
2024-08-31T00:25:14,17.13,100.0
2024-08-31T00:27:46,17.1,100.0
2024-08-31T00:30:18,17.15,100.0
2024-08-31T00:32:50,17.14,100.0
2024-08-31T00:35:21,17.07,100.0
2024-08-31T00:37:53,17.04,100.0
2024-08-31T00:40:25,17.03,100.0
2024-08-31T00:42:57,17.03,100.0
2024-08-31T00:45:29,17.02,100.0
2024-08-31T00:48:00,17.08,100.0
2024-08-31T00:50:32,17.07,100.0
2024-08-31T00:53:04,17.01,100.0
2024-08-31T00:55:36,16.99,100.0
2024-08-31T00:58:08,17.07,100.0
2024-08-31T01:00:39,17.05,100.0
2024-08-31T01:03:11,17.03,100.0
2024-08-31T01:05:43,16.94,100.0
2024-08-31T01:08:15,16.87,100.0
2024-08-31T01:10:47,16.76,100.0
2024-08-31T01:13:18,16.8,100.0
2024-08-31T01:15:50,16.75,100.0
2024-08-31T01:18:22,16.78,100.0
2024-08-31T01:20:54,16.75,100.0
2024-08-31T01:23:25,16.75,100.0
2024-08-31T01:25:57,16.78,100.0
2024-08-31T01:28:29,16.81,100.0
2024-08-31T01:31:01,16.76,100.0
2024-08-31T01:33:33,16.77,100.0
2024-08-31T01:36:05,16.84,100.0
2024-08-31T01:38:37,16.83,100.0
2024-08-31T01:41:08,16.82,100.0
2024-08-31T01:43:40,16.77,100.0
2024-08-31T01:46:12,16.8,100.0
2024-08-31T01:48:44,16.83,100.0
2024-08-31T01:51:16,16.74,100.0
2024-08-31T01:53:48,16.76,100.0
2024-08-31T01:56:20,16.71,100.0
2024-08-31T01:58:52,16.71,100.0
2024-08-31T02:01:23,16.78,100.0
2024-08-31T02:03:55,16.81,100.0
2024-08-31T02:06:28,16.89,100.0
2024-08-31T02:08:59,16.91,100.0
2024-08-31T02:11:31,16.97,100.0
2024-08-31T02:14:03,17.0,100.0
2024-08-31T02:16:35,17.04,100.0
2024-08-31T02:19:07,17.11,100.0
2024-08-31T02:21:39,17.15,100.0
2024-08-31T02:24:10,17.29,100.0
2024-08-31T02:26:42,17.29,100.0
2024-08-31T02:29:14,17.35,100.0
2024-08-31T02:31:46,17.36,100.0
2024-08-31T02:34:18,17.3,100.0
2024-08-31T02:36:50,17.28,100.0
2024-08-31T02:39:22,17.3,100.0
2024-08-31T02:41:54,17.32,100.0
2024-08-31T02:44:25,17.37,100.0
2024-08-31T02:46:57,17.33,100.0
2024-08-31T02:49:29,17.43,100.0
2024-08-31T02:52:01,17.39,100.0
2024-08-31T02:54:33,17.45,100.0
2024-08-31T02:57:05,17.42,100.0
2024-08-31T02:59:37,17.36,100.0
2024-08-31T03:02:08,17.34,100.0
2024-08-31T03:04:40,17.36,100.0
2024-08-31T03:07:12,17.3,100.0
2024-08-31T03:09:44,17.22,100.0
2024-08-31T03:12:16,17.16,100.0
2024-08-31T03:14:48,17.13,100.0
2024-08-31T03:17:20,17.05,100.0
2024-08-31T03:19:52,16.99,100.0
2024-08-31T03:22:23,16.97,100.0
2024-08-31T03:24:55,16.94,100.0
2024-08-31T03:27:27,16.92,100.0
2024-08-31T03:29:59,16.96,100.0
2024-08-31T03:32:31,16.96,100.0
2024-08-31T03:35:03,16.94,100.0
2024-08-31T03:37:35,16.92,100.0
2024-08-31T03:40:06,16.9,100.0
2024-08-31T03:42:38,16.95,100.0
2024-08-31T03:45:10,16.96,100.0
2024-08-31T03:47:42,16.93,100.0
2024-08-31T03:50:14,16.92,100.0
2024-08-31T03:52:46,16.93,100.0
2024-08-31T03:55:18,16.9,100.0
2024-08-31T03:57:50,16.94,100.0
2024-08-31T04:00:21,16.93,100.0
2024-08-31T04:02:53,16.94,100.0
2024-08-31T04:05:25,17.03,100.0
2024-08-31T04:07:57,17.03,100.0
2024-08-31T04:10:29,16.95,100.0
2024-08-31T04:13:01,16.93,100.0
2024-08-31T04:15:33,16.94,100.0
2024-08-31T04:18:04,16.91,100.0
2024-08-31T04:20:36,16.89,100.0
2024-08-31T04:23:08,16.85,100.0
2024-08-31T04:25:40,16.9,100.0
2024-08-31T04:28:12,16.81,100.0
2024-08-31T04:30:44,16.83,100.0
2024-08-31T04:33:15,16.83,100.0
2024-08-31T04:35:47,16.78,100.0
2024-08-31T04:38:19,16.73,100.0
2024-08-31T04:40:51,16.72,100.0
2024-08-31T04:43:23,16.7,100.0
2024-08-31T04:45:55,16.72,100.0
2024-08-31T04:48:27,16.67,100.0
2024-08-31T04:50:59,16.72,100.0
2024-08-31T04:53:30,16.68,100.0
2024-08-31T04:56:02,16.65,100.0
2024-08-31T04:58:34,16.64,100.0
2024-08-31T05:01:06,16.63,100.0
2024-08-31T05:03:38,16.69,100.0
2024-08-31T05:06:10,16.7,100.0
2024-08-31T05:08:42,16.74,100.0
2024-08-31T05:11:13,16.79,100.0
2024-08-31T05:13:45,16.74,100.0
2024-08-31T05:16:17,16.78,100.0
2024-08-31T05:18:49,16.79,100.0
2024-08-31T05:21:21,16.8,100.0
2024-08-31T05:23:53,16.84,100.0
2024-08-31T05:26:25,16.85,100.0
2024-08-31T05:28:57,16.87,100.0
2024-08-31T05:31:29,16.91,100.0
2024-08-31T05:34:01,16.92,100.0
2024-08-31T05:36:32,16.94,100.0
2024-08-31T05:39:04,16.96,100.0
2024-08-31T05:41:36,16.98,100.0
2024-08-31T05:44:08,17.03,100.0
2024-08-31T05:46:40,17.12,100.0
2024-08-31T05:49:12,17.1,100.0
2024-08-31T05:51:43,17.14,100.0
2024-08-31T05:54:15,17.19,100.0
2024-08-31T05:56:47,17.21,100.0
2024-08-31T05:59:19,17.21,100.0
2024-08-31T06:01:51,17.18,100.0
2024-08-31T06:04:23,17.17,100.0
2024-08-31T06:06:55,17.18,100.0
2024-08-31T06:09:26,17.21,100.0
2024-08-31T06:11:58,17.16,100.0
2024-08-31T06:14:30,17.21,100.0
2024-08-31T06:17:02,17.18,100.0
2024-08-31T06:19:34,17.18,100.0
2024-08-31T06:22:06,17.21,100.0
2024-08-31T06:24:37,17.19,100.0
2024-08-31T06:27:09,17.19,100.0
2024-08-31T06:29:41,17.18,100.0
2024-08-31T06:32:13,17.23,100.0
2024-08-31T06:34:45,17.26,100.0
2024-08-31T06:37:17,17.19,100.0
2024-08-31T06:39:49,17.22,100.0
2024-08-31T06:42:20,17.3,100.0
2024-08-31T06:44:52,17.23,100.0
2024-08-31T06:47:24,17.21,100.0
2024-08-31T06:49:56,17.22,100.0
2024-08-31T06:52:28,17.19,100.0
2024-08-31T06:55:00,17.24,100.0
2024-08-31T06:57:32,17.22,100.0
2024-08-31T07:00:04,17.16,100.0
2024-08-31T07:02:36,16.82,100.0
2024-08-31T07:05:08,16.68,100.0
2024-08-31T07:07:39,16.64,100.0
2024-08-31T07:10:11,16.45,100.0
2024-08-31T07:12:43,16.3,100.0
2024-08-31T07:15:15,16.25,100.0
2024-08-31T07:17:47,16.16,100.0
2024-08-31T07:20:18,16.08,100.0
2024-08-31T07:22:50,15.87,100.0
2024-08-31T07:25:22,15.63,100.0
2024-08-31T07:27:54,15.49,100.0
2024-08-31T07:30:26,15.47,100.0
2024-08-31T07:32:58,15.41,100.0
2024-08-31T07:35:30,15.4,100.0
2024-08-31T07:38:02,15.36,100.0
2024-08-31T07:40:34,15.25,100.0
2024-08-31T07:43:06,15.26,100.0
2024-08-31T07:45:38,15.24,100.0
2024-08-31T07:48:09,15.17,100.0
2024-08-31T07:50:41,15.09,100.0
2024-08-31T07:53:13,15.12,100.0
2024-08-31T07:55:45,15.06,100.0
2024-08-31T07:58:17,15.08,100.0
2024-08-31T08:00:49,15.08,100.0
2024-08-31T08:03:21,15.02,100.0
2024-08-31T08:05:53,15.03,100.0
2024-08-31T08:08:24,15.04,100.0
2024-08-31T08:10:57,14.96,100.0
2024-08-31T08:13:29,14.95,100.0
2024-08-31T08:16:01,14.99,100.0
2024-08-31T08:18:33,15.05,100.0
2024-08-31T08:21:05,14.95,100.0
2024-08-31T08:23:37,14.97,100.0
2024-08-31T08:26:08,14.99,100.0
2024-08-31T08:28:40,14.89,100.0
2024-08-31T08:31:12,14.96,100.0
2024-08-31T08:33:44,14.93,100.0
2024-08-31T08:36:16,14.82,100.0
2024-08-31T08:38:47,14.88,100.0
2024-08-31T08:41:19,14.89,100.0
